lat,long,STRUCTURE_NUMBER_008,county,location,intersects,carries,yr_built,bridge_condition,avg_daily_traffic,total_improve_cost_thousands,inspection_mo,inspection_yr,owner,responsibility,vehicles
39.27000046,-76.55999756,300000BCW568010,Baltimore City,MILEPOST M56.8,TO KEITH AVENUE,I 95 SB RAMP S,1982,Fair,2745,NA,11,15,State Toll Authority,State Toll Authority,2745 vehicles
39.27000046,-76.55833435,300000BCW569011,Baltimore City,MILEPOST M56.9,CONRAIL YARD,IS 95 VIADUCT NB,1980,Fair,66848,NA,01,16,State Toll Authority,State Toll Authority,66848 vehicles
39.27000046,-76.55833435,300000BCW569012,Baltimore City,MILEPOST M56.9,CONRAIL YARD,IS 95 VIADUCT SB,1980,Fair,56280,300000,01,16,State Toll Authority,State Toll Authority,56280 vehicles
39.27666855,-76.55166626,300000BCW570011,Baltimore City,MILEPOST M57.0,S PONCA ST  I 895,IS 95 VIADUCT NB,1980,Fair,57050,NA,01,16,State Toll Authority,State Toll Authority,57050 vehicles
39.27666855,-76.55166626,300000BCW570012,Baltimore City,MILEPOST M57.0,S PONCA STREET,IS 95 VIADUCT SB,1980,Good,63650,16051,01,16,State Toll Authority,State Toll Authority,63650 vehicles
39.2733345,-76.55166626,300000BCW571010,Baltimore City,MILEPOST M57.1,UTILITY ACCESS RD,IS 95 RAMP D,1980,Good,6212,5633,01,16,State Toll Authority,State Toll Authority,6212 vehicles
39.27500153,-76.55166626,300000BCW572010,Baltimore City,MILEPOST 57.2,FROM INTERSTATE AVE,IS 95 RAMP Q,1980,Good,6808,NA,01,16,State Toll Authority,State Toll Authority,6808 vehicles
39.2816658,-76.55000305,300000BCW575010,Baltimore City,MILEPOST 57.5,RAMP L TO ODONNELL ST,IS 95 RAMP L,1984,Good,9505,NA,12,15,State Toll Authority,State Toll Authority,9505 vehicles
39.27999878,-76.55000305,300000BCW576011,Baltimore City,MILEPOST 57.6,BOSTON ST  ODONNELL S,IS 95 VIADUCT NB,1980,Fair,52850,20484,12,15,State Toll Authority,State Toll Authority,52850 vehicles
39.27999878,-76.55000305,300000BCW576012,Baltimore City,MILEPOST 57.6,INTERSTATE  ODONNELL ST,IS 95 SB,1980,Good,55621,20484,12,15,State Toll Authority,State Toll Authority,55621 vehicles
39.28499985,-76.54000092,300000BCW579011,Baltimore City,MILEPOST 57.9,GUSRYAN ST,IS 95 NB,1976,Good,66848,NA,10,15,State Toll Authority,State Toll Authority,66848 vehicles
39.28499985,-76.54000092,300000BCW579012,Baltimore City,MILEPOST 57.9,GUSRYAN STREET,IS 95 SB,1976,Fair,66347,NA,10,15,State Toll Authority,State Toll Authority,66347 vehicles
39.28333282,-76.54000092,300000BCW580010,Baltimore City,MILEPOST 58.0,GUSRYAN ST,IS 95 RAMP J,1976,Good,1179,NA,10,15,State Toll Authority,State Toll Authority,1179 vehicles
39.28499985,-76.53666687,300000BCW581011,Baltimore City,0.4 MI S OF EASTERN AVE.,DUNDALK AVE KANE ST,IS 95 NB,1976,Good,65669,NA,10,15,State Toll Authority,State Toll Authority,65669 vehicles
39.28499985,-76.53666687,300000BCW581012,Baltimore City,0.4 MI. S OF EASTERN AVE.,DUNDALK AVE KANE ST,IS 95 SB,1976,Fair,66347,8885,10,15,State Toll Authority,State Toll Authority,66347 vehicles
39.28833389,-76.53333282,300000BCW586010,Baltimore City,MILEPOST 58.6,IS 95,EASTERN AVENUE,1971,Fair,30600,300000,01,16,State Toll Authority,State Toll Authority,30600 vehicles
39.30166626,-76.52999878,300000BCW594010,Baltimore City,NB OFF RAMP TO MORAVIA,HERRING RUN  QUAD AVE,IS 95 RAMP E,1974,Fair,7280,NA,11,15,State Toll Authority,State Toll Authority,7280 vehicles
39.30166626,-76.53333282,300000BCW595010,Baltimore City,SB ON RAMP FROM MORAVIA,QUAD AVE  HERRING RUN,IS 95 RAMP A,1974,Fair,6871,NA,11,16,State Toll Authority,State Toll Authority,6871 vehicles
39.29833221,-76.52999878,300000BCW596011,Baltimore City,MILEPOST 59.6,KANE  NORTH PT  HERRING,IS 95 NB VIADUCT,1974,Fair,51011,NA,09,15,State Toll Authority,State Toll Authority,51011 vehicles
39.29833221,-76.52999878,300000BCW596012,Baltimore City,MILEPOST 59.6,KANE  NORTH PT  HERRING,IS 95 SB VIADUCT,1974,Fair,51011,NA,09,15,State Toll Authority,State Toll Authority,51011 vehicles
39.30500031,-76.52999878,300000BCW598011,Baltimore City,MILEPOST 59.8,B & O RR,IS 95 NB,1972,Fair,51011,3257,09,15,State Toll Authority,State Toll Authority,51011 vehicles
39.30500031,-76.52999878,300000BCW598012,Baltimore City,MILEPOST 59.8,B & O RR,IS 95 SB,1972,Fair,55453,NA,09,15,State Toll Authority,State Toll Authority,55453 vehicles
39.30500031,-76.52999878,300000BCW599010,Baltimore City,MILEPOST 59.9,I95 NB  I95 SB  CSX,IS 95 RAMP E,1974,Fair,7280,NA,10,15,State Toll Authority,State Toll Authority,7280 vehicles
39.30500031,-76.53166962,300000BCW600010,Baltimore City,MILEPOST 60.0,CSX,IS 95 RAMP A,1973,Fair,6871,NA,09,15,State Toll Authority,State Toll Authority,6871 vehicles
39.30833435,-76.53166962,300000BCW601011,Baltimore City,IS 95 AT US RTE 40,US 40(PULASKI HWY),IS 95 NB,1973,Fair,53426,NA,12,15,State Toll Authority,State Toll Authority,53426 vehicles
39.30833435,-76.53166962,300000BCW601012,Baltimore City,MILEPOST 60.1,US 40(PULASKI HWY),IS 95 SB,1973,Fair,54119,NA,12,15,State Toll Authority,State Toll Authority,54119 vehicles
39.30333328,-76.53333282,300000BCW602010,Baltimore City,MORAVIA ROAD RAMPC PUL HW,US40 (PULASKI HIGHWAY),EB MORAVIA ROAD,1976,Fair,19389,NA,02,16,State Toll Authority,State Toll Authority,19389 vehicles
39.31499863,-76.53166962,300000BCW604020,Baltimore City,MILEPOST 60.4,MOORES RUN,IS 95,1971,Fair,108000,NA,10,15,State Toll Authority,State Toll Authority,108000 vehicles
39.26833344,-76.62166595,300000BCWT02010,Baltimore City,MILEPOST 0.2,MIDDLE BRANCH,I-395 RAMP E,1979,Good,16104,NA,12,15,State Toll Authority,State Toll Authority,16104 vehicles
39.26666641,-76.62333679,300000BCWT06010,Baltimore City,NB ON RAMP FROM I-395 SB,MIDDLE BR  RAMP G&H  I95,I-395 RAMP F,1979,Fair,14464,NA,10,15,State Toll Authority,State Toll Authority,14464 vehicles
39.2733345,-76.62166595,300000BCWT08011,Baltimore City,MILEPOST M0.8,MIDDLE BRANCH,I-395 RAMP G,1979,Fair,42660,NA,01,16,State Toll Authority,State Toll Authority,42660 vehicles
39.2733345,-76.62166595,300000BCWT08012,Baltimore City,MILEPOST M0.6,MIDDLE BRNCH  LIGHT RAIL,I-395 RAMP H,1976,Fair,40802,NA,11,15,State Toll Authority,State Toll Authority,40802 vehicles
39.27666855,-76.62000275,300000BCWT11011,Baltimore City,MILEPOST 1.1,OSTEND STREET,I-395 NB,1981,Fair,23316,NA,02,16,State Toll Authority,State Toll Authority,23316 vehicles
39.27666855,-76.62000275,300000BCWT11012,Baltimore City,MILEPOST 1.1,OSTEND STREET,I-395 SB,1981,Fair,40802,NA,02,16,State Toll Authority,State Toll Authority,40802 vehicles
39.27666855,-76.62000275,300000BCWT12010,Baltimore City,MILEPOST 1.2,STADIUM LOT,I-395 RAMP SPUR,1981,Fair,19344,NA,02,16,State Toll Authority,State Toll Authority,19344 vehicles
39.27833176,-76.62000275,300000BCWT14011,Baltimore City,MILEPOST 1.4,HAMBURG ST,I-395 NB,1982,Fair,23316,NA,02,16,State Toll Authority,State Toll Authority,23316 vehicles
39.27833176,-76.62000275,300000BCWT14012,Baltimore City,MILEPOST 1.4,HAMBURG ST,I-395 SB,1982,Fair,24738,NA,02,16,State Toll Authority,State Toll Authority,24738 vehicles
39.2816658,-76.62166595,300000BCWT32010,Baltimore City,MILEPOST 3.2,STADIUM LOT,I-395 RAMP E,1980,Fair,7247,NA,11,15,State Toll Authority,State Toll Authority,7247 vehicles
39.27999878,-76.62166595,300000BCWT34010,Baltimore City,MILEPOST M3.4,STADIUM LOT,I-395 RAMP EE,1980,Good,1596,NA,02,16,State Toll Authority,State Toll Authority,1596 vehicles
39.2816658,-76.62333679,300000BCWT36011,Baltimore City,MILEPOST M3.6,RUSSELL STREET,I-395 NB SPUR,1980,Fair,26343,2273,01,16,State Toll Authority,State Toll Authority,26343 vehicles
39.2816658,-76.62333679,300000BCWT36012,Baltimore City,MILEPOST M3.6,RUSSELL STREET,I-395 SB SPUR,1980,Fair,22027,1771,01,16,State Toll Authority,State Toll Authority,22027 vehicles
39.27999878,-76.62000275,300000BCWT38010,Baltimore City,MILEPOST M3.8,STADIUM LOT & RR,I-395 RAMP D,1982,Fair,2299,NA,10,15,State Toll Authority,State Toll Authority,2299 vehicles
39.27999878,-76.61833191,300000BCWT40011,Baltimore City,MILEPOST M4.0,HAMBURG ST & RR,I-395 SPUR NB,1982,Fair,19096,NA,10,15,State Toll Authority,State Toll Authority,19096 vehicles
39.27999878,-76.61833191,300000BCWT40012,Baltimore City,MILEPOST M4.0,HAMBURG ST & RR,I-395 SPUR SB,1982,Fair,23623,NA,10,15,State Toll Authority,State Toll Authority,23623 vehicles
39.31904602,-76.55658722,300000BCX146010,Baltimore City,ETLS AT I-895 AND I-95,I-95 SOUTHBOUND  MOORES,I-895 TOLL LANES,2011,Good,69600,0,04,16,State Toll Authority,State Toll Authority,69600 vehicles
39.24000168,-76.61333466,300000BCY070010,Baltimore City,MILEPOST M7.0,PATAPSCO AVE,I-895,1957,Fair,62186,NA,02,16,State Toll Authority,State Toll Authority,62186 vehicles
39.24000168,-76.61000061,300000BCY071010,Baltimore City,MILEPOST M7.1,POTEE STREET,I-895,1957,Fair,67800,NA,01,16,State Toll Authority,State Toll Authority,67800 vehicles
39.24000168,-76.60832977,300000BCY072010,Baltimore City,MILEPOST M7.2,HANOVER ST,I-895,1957,Fair,59480,NA,01,16,State Toll Authority,State Toll Authority,59480 vehicles
39.24166489,-76.59666443,300000BCY078010,Baltimore City,MILEPOST M7.8,CSXT RR,I-895,1957,Fair,71100,NA,02,15,State Toll Authority,State Toll Authority,71100 vehicles
39.24166489,-76.59500122,300000BCY079020,Baltimore City,MILEPOST M7.9,STREAM,FRANKFURST AVE,1957,Fair,45225,NA,12,15,State Toll Authority,State Toll Authority,45225 vehicles
39.24166489,-76.59333038,300000BCY080010,Baltimore City,MILEPOST M8.0,FRANKFURST AVE,I-895,1957,Fair,64670,2265,04,16,State Toll Authority,State Toll Authority,64670 vehicles
39.24000168,-76.59166718,300000BCY081010,Baltimore City,MILEPOST M8.1,FRANKFURST AVE,I-895 NB ON RAMP,1957,Fair,1470,NA,10,15,State Toll Authority,State Toll Authority,1470 vehicles
39.24166489,-76.58999634,300000BCY082010,Baltimore City,MILEPOST M8.2,FUT MARINE TERM ACCESS,I-895,1957,Fair,78200,NA,02,16,State Toll Authority,State Toll Authority,78200 vehicles
39.24166489,-76.58499908,300000BCY085010,Baltimore City,MILEPOST M8.5,CHILDS ST  RR,I-895,1957,Fair,66910,NA,10,15,State Toll Authority,State Toll Authority,66910 vehicles
39.27000046,-76.55666351,300000BCY102010,Baltimore City,MILEPOST M10.2,CITY STREETS B&O PA RR,IS 895,1958,Poor,66910,NA,02,16,State Toll Authority,State Toll Authority,66910 vehicles
39.27166748,-76.55500031,300000BCY103010,Baltimore City,MILEPOST M10.3,S PONCA ST,I-895 OFF RAMP,1957,Fair,2560,NA,09,15,State Toll Authority,State Toll Authority,2560 vehicles
39.27833176,-76.5533371,300000BCY112010,Baltimore City,MILEPOST M11.2,BOSTON STREET,IS 895,1957,Fair,68510,NA,12,15,State Toll Authority,State Toll Authority,68510 vehicles
39.2816658,-76.5533371,300000BCY118010,Baltimore City,MILEPOST M11.8,ODONNELL ST,I-895,1957,Fair,62720,NA,02,16,State Toll Authority,State Toll Authority,62720 vehicles
39.2816658,-76.5533371,300000BCY121010,Baltimore City,MILEPOST M12.1,CANTON RR,IS 895,1957,Fair,58680,NA,02,16,State Toll Authority,State Toll Authority,58680 vehicles
39.28333282,-76.5533371,300000BCY124010,Baltimore City,MILEPOST M12.4,I-895,FAIT AVENUE,1957,Fair,44850,NA,12,15,State Toll Authority,State Toll Authority,44850 vehicles
39.28499985,-76.5533371,300000BCY125010,Baltimore City,MILEPOST M12.5,I-895,FOSTER AVENUE,1957,Fair,44850,NA,12,15,State Toll Authority,State Toll Authority,44850 vehicles
39.28499985,-76.5533371,300000BCY126010,Baltimore City,MILEPOST M12.6,I-895,FLEET STREET,1957,Fair,44850,NA,12,15,State Toll Authority,State Toll Authority,44850 vehicles
39.28666687,-76.5533371,300000BCY127010,Baltimore City,MILEPOST M12.7,I-895,EASTERN AVENUE,1957,Fair,27560,NA,12,15,State Toll Authority,State Toll Authority,27560 vehicles
39.29166794,-76.5533371,300000BCY129010,Baltimore City,MILEPOST M12.9,LOMBARD STREET,I-895,1957,Fair,56350,NA,03,16,State Toll Authority,State Toll Authority,56350 vehicles
39.29833221,-76.54833221,300000BCY130010,Baltimore City,MILEPOST M13.0,B&O RR&PENN CENTRAL RR,IS 895,1957,Fair,62070,NA,02,16,State Toll Authority,State Toll Authority,62070 vehicles
39.29833221,-76.54833221,300000BCY132010,Baltimore City,MILEPOST M13.2,I-895 SB ON RAMP,US 40 EB OFF RAMP,1957,Fair,21384,NA,12,15,State Toll Authority,State Toll Authority,21384 vehicles
39.29833221,-76.54833221,300000BCY133013,Baltimore City,MILEPOST M13.3,I-895,ERDMAN AVE EB,1957,Fair,11790,1417,01,16,State Toll Authority,State Toll Authority,11790 vehicles
39.29833221,-76.54833221,300000BCY133014,Baltimore City,MILEPOST M13.3,I-895,ERDMAN AVENUE WB,1957,Fair,13720,NA,01,16,State Toll Authority,State Toll Authority,13720 vehicles
39.29999924,-76.54666901,300000BCY134010,Baltimore City,MILEPOST M13.4,I-895,MAPLETON PLACE,1957,Fair,40950,NA,01,16,State Toll Authority,State Toll Authority,40950 vehicles
39.30333328,-76.54666901,300000BCY135010,Baltimore City,MILEPOST M13.5,I-895,US 40 PULASKI HWY,1957,Fair,41150,NA,10,15,State Toll Authority,State Toll Authority,41150 vehicles
39.29166794,-76.5533371,300000BCY136010,Baltimore City,MILEPOST M12.9,LOMBARD STREET,I-895 RAMP B,1994,Good,14020,NA,12,15,State Toll Authority,State Toll Authority,14020 vehicles
39.30666733,-76.54333496,300000BCY139011,Baltimore City,MILEPOST M13.9,HERRING RUN,I-895 NB,1957,Good,22650,NA,11,15,State Toll Authority,State Toll Authority,22650 vehicles
39.30666733,-76.54333496,300000BCY139012,Baltimore City,MILEPOST M13.9,HERRING RUN,I-895 SB,1957,Good,26930,NA,11,15,State Toll Authority,State Toll Authority,26930 vehicles
39.31000137,-76.54166412,300000BCY141010,Baltimore City,MILEPOST M14.1,I-895,MORAVIA ROAD,2008,Good,26920,NA,02,16,State Toll Authority,State Toll Authority,26920 vehicles
39.3133316,-76.53833008,300000BCY144010,Baltimore City,MILEPOST M14.4,I-895,MORAVIA PARK DRIVE,2008,Good,5000,NA,10,15,State Toll Authority,State Toll Authority,5000 vehicles
39.31833267,-76.53166962,300000BCY145010,Baltimore City,MILEPOINT M14.7,MOORES RUN,I-895 NB,2008,Good,28563,NA,10,15,State Toll Authority,State Toll Authority,28563 vehicles
39.31666565,-76.53500366,300000BCY147010,Baltimore City,MILEPOST M14.7,MOORES RUN,I-895 SB,2009,Good,69600,NA,11,15,State Toll Authority,State Toll Authority,69600 vehicles
39.20833206,-76.58000183,300000BCZ001015,Baltimore City,0.36 MI N OF AA CO LINE,CURTIS CR  B&O RR,IS 695 IL,1978,Fair,17010,NA,02,16,State Toll Authority,State Toll Authority,17010 vehicles
39.212886,-76.533544,300000BCZ472010,Baltimore City,MILEPOST M47.2,PATAPSCO RIVER,MD 695,1976,Fair,29010,NA,05,15,State Toll Authority,State Toll Authority,29010 vehicles
39.20833206,-76.54333496,300000BCZ492015,Baltimore City,0.88 MI S OF PATAPSCO RIV,DOCK ROAD,I-695 IL,1979,Fair,13790,358,10,15,State Toll Authority,State Toll Authority,13790 vehicles
39.20833206,-76.54333496,300000BCZ492016,Baltimore City,0.88 MI S OF PATAPSCO RIV,DOCK ROAD,I-695 OL,1972,Fair,15230,358,10,15,State Toll Authority,State Toll Authority,15230 vehicles
39.20500183,-76.54833221,300000BCZ496015,Baltimore City,0.44 MI S OF DOCK ROAD,B & O RR,I-695 IL,1978,Fair,10000,NA,11,15,State Toll Authority,State Toll Authority,10000 vehicles
39.20500183,-76.54833221,300000BCZ496016,Baltimore City,0.44 MI S OF DOCK ROAD,B & O RR,I-695 OL,1975,Fair,15230,NA,11,15,State Toll Authority,State Toll Authority,15230 vehicles
39.20166779,-76.55916595,300000BCZ501010,Baltimore City,0.74 MI N OF CHEMICAL RD,I-695,QUARANTINE ROAD,1972,Fair,7600,NA,01,16,State Toll Authority,State Toll Authority,7600 vehicles
39.20500183,-76.56999969,300000BCZ507015,Baltimore City,0.18 MI N OF CHEMICAL RD,B & O RR,I-695 IL,1975,Fair,16610,570,11,15,State Toll Authority,State Toll Authority,16610 vehicles
39.20500183,-76.56999969,300000BCZ507016,Baltimore City,0.18 MI N OF CHEMICAL RD,B & O RR,I-695 OL,1975,Fair,17640,570,11,15,State Toll Authority,State Toll Authority,17640 vehicles
39.20666504,-76.57333374,300000BCZ509015,Baltimore City,0.23 MI N OF MD RTE 173,CHEMICAL ROAD,I-695  IL,1972,Fair,11575,NA,10,15,State Toll Authority,State Toll Authority,11575 vehicles
39.20666504,-76.57333374,300000BCZ509016,Baltimore City,0.23 MI N OF MD RTE 173,CHEMICAL ROAD,I-695 OL,1972,Fair,10975,358,10,15,State Toll Authority,State Toll Authority,10975 vehicles
39.42833328,-76.44499969,100000030003030,Baltimore County,0.91 M S OF MT VISTA ROAD,GUNPOWDER FALLS,US 1,1991,Fair,27962,NA,06,16,State Highway Agency,State Highway Agency,27962 vehicles
39.36666489,-76.51667023,100000030004020,Baltimore County,0.23 MILE SOUTH OF IS 695,STEMMERS RUN,US 1,1960,Fair,39242,NA,08,16,State Highway Agency,State Highway Agency,39242 vehicles
39.24833298,-76.69166565,100000030005010,Baltimore County,0.33 MI N OF IS 95,SULPHUR SPRING ROAD,US 1,1947,Fair,11542,399,02,16,State Highway Agency,State Highway Agency,11542 vehicles
39.23333359,-76.69166565,100000030007010,Baltimore County,0.49 MI S OF MD 644A,HERBERT RUN,US 1,1949,Fair,11542,364,04,16,State Highway Agency,State Highway Agency,11542 vehicles
39.2266655,-76.6966629,100000030008010,Baltimore County,0.78 MI N OF IS 895,CSX TRANSPORTATION,US 1,1930,Poor,24652,409,10,16,State Highway Agency,State Highway Agency,24652 vehicles
39.218119,-76.7061,100000030010010,Baltimore County,ON HOWARD CO LINE,PATAPSCO RIVER,US 1,1915,Fair,25532,1261,03,16,State Highway Agency,State Highway Agency,25532 vehicles
39.2298388888889,-76.69255833333334,100000030011010,Baltimore County,1.40 MI S OF IS 695,US1 NBR  AMTRAK  HERBERT,US 1 ALT,1936,Fair,16742,NA,03,16,State Highway Agency,State Highway Agency,16742 vehicles
39.4242555555556,-76.37777777777778,100000030012010,Baltimore County,ON HARFORD CO LINE,LITTLE GUNPOWDER FALLS,MD 7,1928,Fair,8520,185,02,17,State Highway Agency,State Highway Agency,8520 vehicles
39.4140888888889,-76.40628333333333,100000030013010,Baltimore County,1.74 MI S OF HARFORD CO,GUNPOWDER FALLS,MD 7,1987,Good,10940,NA,05,15,State Highway Agency,State Highway Agency,10940 vehicles
39.3827083333333,-76.432975,100000030014020,Baltimore County,0.07 MI S OF EBENEZER RD,HONEYGO RUN,MD 7,1950,Fair,16450,NA,06,15,State Highway Agency,State Highway Agency,16450 vehicles
39.3706555555556,-76.44597777777778,100000030015010,Baltimore County,0.2 M E OF CAMPBELL BLVD,WHITEMARSH RUN,MD 7,2002,Good,16450,NA,06,15,State Highway Agency,State Highway Agency,16450 vehicles
39.339575,-76.48631666666667,100000030016020,Baltimore County,0.38 MI E OF MD 695,STEMMERS RUN,MD 7 AND SPURS,1973,Fair,39620,NA,07,16,State Highway Agency,State Highway Agency,39620 vehicles
39.3207166666667,-76.51473333333334,100000030017020,Baltimore County,0.89 MI E OF US 40,REDHOUSE CREEK,MD 7,1952,Fair,10130,NA,07,16,State Highway Agency,State Highway Agency,10130 vehicles
39.24499893,-76.64833069,100000030018010,Baltimore County,0.32 MI S OF BALT CITY,DAISY AVENUE,MD 295,1949,Fair,66611,NA,09,15,State Highway Agency,State Highway Agency,66611 vehicles
39.6153722222222,-76.79014444444445,100000030019010,Baltimore County,1.36 MI N OF MD 137,GEORGES RUN,MD 25,2015,Good,4400,NA,03,16,State Highway Agency,State Highway Agency,4400 vehicles
39.5827222222222,-76.76301666666667,100000030020010,Baltimore County,1.46 MILE SOUTH OF MD 137,BLACKROCK RUN,MD 25,1995,Fair,3551,NA,08,16,State Highway Agency,State Highway Agency,3551 vehicles
39.34666824,-76.73833466,100000030021020,Baltimore County,0.48 MILE EAST OF IS 695,BRANCH OF GWYNNS FALLS,MD 26,1965,Fair,46342,NA,07,16,State Highway Agency,State Highway Agency,46342 vehicles
39.5419583333333,-76.7354388888889,100000030022030,Baltimore County,0.55 MI S OF MD 88,INDIAN RUN,MD 25,1979,Fair,8321,NA,06,16,State Highway Agency,State Highway Agency,8321 vehicles
39.5284888888889,-76.72432777777777,100000030023010,Baltimore County,0.52 MILE SOUTH OF MD 128,WESTERN RUN,MD 25,1952,Fair,8531,230,09,16,State Highway Agency,State Highway Agency,8531 vehicles
39.44833374,-76.75,100000030024030,Baltimore County,2.5 MI N OF MD 131,BEAVERDAM RUN,MD 25,1993,Fair,5031,NA,06,16,State Highway Agency,State Highway Agency,5031 vehicles
39.419975,-76.66982222222222,100000030025020,Baltimore County,0.05 MILE SOUTH OF MD 130,DEEP RUN,MD 25,1961,Fair,26821,NA,08,16,State Highway Agency,State Highway Agency,26821 vehicles
39.4142777777778,-76.66757222222222,100000030026020,Baltimore County,0.33 MILE SOUTH OF MD 25A,JONES FALLS,MD 25,1973,Fair,9121,NA,08,16,State Highway Agency,State Highway Agency,9121 vehicles
39.3993972222222,-76.66671666666667,100000030027010,Baltimore County,0.06 MILE SOUTH OF MD 133,JONES FALLS,MD 25,1932,Fair,10911,119,03,16,State Highway Agency,State Highway Agency,10911 vehicles
39.3956166666667,-76.66280555555555,100000030028010,Baltimore County,0.20 MILE SOUTH OF IS 83,JONES FALLS,MD 25,1930,Fair,10911,146,02,17,State Highway Agency,State Highway Agency,10911 vehicles
39.54166794,-76.65000153,100000030029010,Baltimore County,0.5 MI N OF NORTHERN PKWY,MTA LIGHT RAIL JONES FLS,MD 25,1992,Fair,13551,1668,11,15,State Highway Agency,State Highway Agency,13551 vehicles
39.34166718,-76.72666931,100000030030010,Baltimore County,0.08 MI E OF ST LUKES LA,GWYNNS FALLS,MD 26,1965,Fair,34042,787,08,16,State Highway Agency,State Highway Agency,34042 vehicles
39.48333359,-76.83000183,100000030031010,Baltimore County,0.62 MILE NORTH OF MD 795,MARYLAND MIDLAND RR,MD 30,1936,Fair,18070,675,06,15,State Highway Agency,State Highway Agency,18070 vehicles
39.3908694444444,-76.76371944444445,100000030033010,Baltimore County,0.06 MILE WEST OF IS 795,CSX TRANSPORTATION,MCDONOGH ROAD,1941,Fair,13380,183,12,15,State Highway Agency,State Highway Agency,13380 vehicles
39.42166519,-76.375,100000030034013,Baltimore County,ON HARFORD CO LINE,LITTLE GUNPOWDER FALLS,US 40 EBR,1935,Poor,14156,221,08,16,State Highway Agency,State Highway Agency,14156 vehicles
39.42166519,-76.375,100000030034014,Baltimore County,ON HARFORD CO LINE,LITTLE GUNPOWDER FALLS,US 40 WBR,1935,Poor,12533,221,08,16,State Highway Agency,State Highway Agency,12533 vehicles
39.40833282,-76.38999939,100000030035013,Baltimore County,0.31 MI W OF JONES RD,GUNPOWDER FALLS,US 40 EBR,1935,Fair,14156,437,04,16,State Highway Agency,State Highway Agency,14156 vehicles
39.40833282,-76.38999939,100000030035014,Baltimore County,0.31 MI W OF JONES RD,GUNPOWDER FALLS,US 40 WBR,1935,Fair,12553,437,04,16,State Highway Agency,State Highway Agency,12553 vehicles
39.37833405,-76.43000031,100000030036010,Baltimore County,0.36 MILE EAST OF MD 43,HONEYGO RUN,US 40,1935,Fair,39760,NA,06,15,State Highway Agency,State Highway Agency,39760 vehicles
39.375,-76.44000244,100000030037010,Baltimore County,0.67 MILE WEST OF MD 43,WHITEMARSH RUN,US 40,1935,Fair,29100,172,08,16,State Highway Agency,State Highway Agency,29100 vehicles
39.3777771,-76.4916687,100000030038010,Baltimore County,0.45 MI W OF MD 700,CSX TRANSPORTATION,US 40,1990,Fair,47120,NA,06,16,State Highway Agency,State Highway Agency,47120 vehicles
39.33666611,-76.48332977,100000030039010,Baltimore County,0.39 MILES EAST OF I-695,STEMMERS RUN,US 40,1935,Fair,54850,NA,02,17,State Highway Agency,State Highway Agency,54850 vehicles
39.31666565,-76.51499939,100000030040010,Baltimore County,0.65 MI E OF MD 7,REDHOUSE CREEK,US 40,1935,Fair,37450,227,08,15,State Highway Agency,State Highway Agency,37450 vehicles
39.5376055555556,-76.64771111111111,100000030041020,Baltimore County,0.06 MI N OF SPARKS RD,PINEY CREEK,MD 45,1975,Fair,23992,NA,06,15,State Highway Agency,State Highway Agency,23992 vehicles
39.5018916666667,-76.65043888888889,100000030042010,Baltimore County,0.75 MILE NORTH OF MD 145,WESTERN RUN,MD 45,1917,Fair,23992,174,09,16,State Highway Agency,State Highway Agency,23992 vehicles
39.4853083333333,-76.64565277777778,100000030043010,Baltimore County,0.11 M N OF RAILROAD AVE,BEAVERDAM RUN,MD 45,1990,Good,30482,663,08,15,State Highway Agency,State Highway Agency,30482 vehicles
39.5480694444444,-76.74283055555556,100000030045010,Baltimore County,0.05 MILE WEST OF MD 25,INDIAN RUN,MD 88,1930,Fair,4651,79,06,16,State Highway Agency,State Highway Agency,4651 vehicles
39.6403416666667,-76.65893333333334,100000030046010,Baltimore County,0.12 MI N OF FREDERICK RD,NCR TRAIL,MD 45,1930,Fair,5350,NA,01,16,State Highway Agency,State Highway Agency,5350 vehicles
39.6397527777778,-76.66006666666667,100000030047010,Baltimore County,0.05 MI N OF FREDERICK RD,LITTLE FALLS,MD 45,1930,Fair,5350,135,11,15,State Highway Agency,State Highway Agency,5350 vehicles
39.6145972222222,-76.65925,100000030048010,Baltimore County,1.75 MILE NORTH OF MD 137,GUNPOWDER FALLS,MD 45,1924,Fair,5350,141,03,17,State Highway Agency,State Highway Agency,5350 vehicles
39.60333252,-76.66000366,100000030049011,Baltimore County,1.08 MI N OF MD 137,BUNKER HILL ROAD,IS 83 NBR,1955,Fair,59820,NA,09,15,State Highway Agency,State Highway Agency,59820 vehicles
39.60333252,-76.66000366,100000030049012,Baltimore County,1.08 MI N OF MD 137,BUNKER HILL ROAD,IS 83 SBR,1955,Fair,59820,NA,09,15,State Highway Agency,State Highway Agency,59820 vehicles
39.59195,-76.673442,100000030050010,Baltimore County,0.11 MI W OF MD 889,IS 83,MD 137,1955,Poor,9822,564,04,16,State Highway Agency,State Highway Agency,9822 vehicles
39.3983345,-76.66500092,100000030051011,Baltimore County,0.03 MI S OF MD 25,MD 25  JONES FALLS,IS 83 NBR,1962,Fair,96870,1001,01,17,State Highway Agency,State Highway Agency,96870 vehicles
39.3983345,-76.66500092,100000030051012,Baltimore County,0.03 MI S OF MD 25,MD 25  JONES FALLS,IS 83 SBR,1962,Fair,96870,1240,01,17,State Highway Agency,State Highway Agency,96870 vehicles
